Municipios;Sexo;Periodo;Total
36024 Lalín;Mujeres;2019;10.372
36024 Lalín;Mujeres;2018;10.360
36024 Lalín;Mujeres;2017;10.324
36024 Lalín;Mujeres;2016;10.306
36024 Lalín;Mujeres;2015;10.298
36024 Lalín;Mujeres;2014;10.375
36024 Lalín;Mujeres;2013;10.327
36024 Lalín;Mujeres;2012;10.451
36024 Lalín;Mujeres;2011;10.836
36024 Lalín;Mujeres;2010;10.840
36024 Lalín;Mujeres;2009;10.851
36024 Lalín;Mujeres;2008;10.822
36024 Lalín;Mujeres;2007;10.737
36024 Lalín;Mujeres;2006;10.730
36024 Lalín;Mujeres;2005;10.737
36024 Lalín;Mujeres;2004;10.704
36024 Lalín;Mujeres;2003;10.669
36024 Lalín;Mujeres;2002;10.586
36024 Lalín;Mujeres;2001;10.490
36024 Lalín;Mujeres;2000;10.462
36024 Lalín;Mujeres;1999;10.441
36024 Lalín;Mujeres;1998;10.367
36024 Lalín;Mujeres;1997;""
36024 Lalín;Mujeres;1996;10.528
36025 Lama, A;Total;2020;2.397
36025 Lama, A;Total;2019;2.445
36025 Lama, A;Total;2018;2.430
36025 Lama, A;Total;2017;2.478
36025 Lama, A;Total;2016;2.587
36025 Lama, A;Total;2015;2.670
36025 Lama, A;Total;2014;2.763
36025 Lama, A;Total;2013;2.862
36025 Lama, A;Total;2012;2.918
36025 Lama, A;Total;2011;2.976
36025 Lama, A;Total;2010;2.966
36025 Lama, A;Total;2009;3.001
36025 Lama, A;Total;2008;3.014
36025 Lama, A;Total;2007;2.995
36025 Lama, A;Total;2006;3.022
36025 Lama, A;Total;2005;3.026
36025 Lama, A;Total;2004;2.905
36025 Lama, A;Total;2003;2.957
36025 Lama, A;Total;2002;2.882
36025 Lama, A;Total;2001;2.831
36025 Lama, A;Total;2000;3.047
36025 Lama, A;Total;1999;2.985
36025 Lama, A;Total;1998;2.956
36025 Lama, A;Total;1997;""
36025 Lama, A;Total;1996;2.988
36025 Lama, A;Hombres;2020;1.192
36025 Lama, A;Hombres;2019;1.199
36025 Lama, A;Hombres;2018;1.192
36025 Lama, A;Hombres;2017;1.217
36025 Lama, A;Hombres;2016;1.268
36025 Lama, A;Hombres;2015;1.296
36025 Lama, A;Hombres;2014;1.338
36025 Lama, A;Hombres;2013;1.382
36025 Lama, A;Hombres;2012;1.407
36025 Lama, A;Hombres;2011;1.426
36025 Lama, A;Hombres;2010;1.399
36025 Lama, A;Hombres;2009;1.415
36025 Lama, A;Hombres;2008;1.409
36025 Lama, A;Hombres;2007;1.394
36025 Lama, A;Hombres;2006;1.395
36025 Lama, A;Hombres;2005;1.386
36025 Lama, A;Hombres;2004;1.324
36025 Lama, A;Hombres;2003;1.341
36025 Lama, A;Hombres;2002;1.290
36025 Lama, A;Hombres;2001;1.262
36025 Lama, A;Hombres;2000;1.392
36025 Lama, A;Hombres;1999;1.356
36025 Lama, A;Hombres;1998;1.345
36025 Lama, A;Hombres;1997;""
36025 Lama, A;Hombres;1996;1.352
36025 Lama, A;Mujeres;2020;1.205
36025 Lama, A;Mujeres;2019;1.246
36025 Lama, A;Mujeres;2018;1.238
36025 Lama, A;Mujeres;2017;1.261
36025 Lama, A;Mujeres;2016;1.319
36025 Lama, A;Mujeres;2015;1.374
36025 Lama, A;Mujeres;2014;1.425
36025 Lama, A;Mujeres;2013;1.480
36025 Lama, A;Mujeres;2012;1.511
36025 Lama, A;Mujeres;2011;1.550
36025 Lama, A;Mujeres;2010;1.567
36025 Lama, A;Mujeres;2009;1.586
36025 Lama, A;Mujeres;2008;1.605
36025 Lama, A;Mujeres;2007;1.601
36025 Lama, A;Mujeres;2006;1.627
36025 Lama, A;Mujeres;2005;1.640
36025 Lama, A;Mujeres;2004;1.581
36025 Lama, A;Mujeres;2003;1.616
36025 Lama, A;Mujeres;2002;1.592
36025 Lama, A;Mujeres;2001;1.569
36025 Lama, A;Mujeres;2000;1.655
36025 Lama, A;Mujeres;1999;1.629
36025 Lama, A;Mujeres;1998;1.611
36025 Lama, A;Mujeres;1997;""
36025 Lama, A;Mujeres;1996;1.636
36026 Marín;Total;2020;24.242
36026 Marín;Total;2019;24.319
36026 Marín;Total;2018;24.362
36026 Marín;Total;2017;24.637
36026 Marín;Total;2016;24.878
36026 Marín;Total;2015;25.084
36026 Marín;Total;2014;25.329
36026 Marín;Total;2013;25.483
36026 Marín;Total;2012;25.562
36026 Marín;Total;2011;25.864
36026 Marín;Total;2010;25.997
36026 Marín;Total;2009;25.969
36026 Marín;Total;2008;25.879
36026 Marín;Total;2007;25.885
36026 Marín;Total;2006;26.190
36026 Marín;Total;2005;26.103
36026 Marín;Total;2004;25.706
36026 Marín;Total;2003;24.825
36026 Marín;Total;2002;25.461
36026 Marín;Total;2001;25.487
36026 Marín;Total;2000;25.482
36026 Marín;Total;1999;25.421
36026 Marín;Total;1998;25.344
36026 Marín;Total;1997;""
36026 Marín;Total;1996;24.731
36026 Marín;Hombres;2020;12.060
36026 Marín;Hombres;2019;12.153
36026 Marín;Hombres;2018;12.175
36026 Marín;Hombres;2017;12.324
36026 Marín;Hombres;2016;12.482
36026 Marín;Hombres;2015;12.588
36026 Marín;Hombres;2014;12.733
36026 Marín;Hombres;2013;12.807
36026 Marín;Hombres;2012;12.829
36026 Marín;Hombres;2011;12.997
36026 Marín;Hombres;2010;13.029
36026 Marín;Hombres;2009;13.000
36026 Marín;Hombres;2008;12.943
36026 Marín;Hombres;2007;12.961
36026 Marín;Hombres;2006;13.154
36026 Marín;Hombres;2005;13.055
36026 Marín;Hombres;2004;12.858
36026 Marín;Hombres;2003;12.335
36026 Marín;Hombres;2002;12.607
36026 Marín;Hombres;2001;12.591
36026 Marín;Hombres;2000;12.572
36026 Marín;Hombres;1999;12.570
36026 Marín;Hombres;1998;12.526
36026 Marín;Hombres;1997;""
36026 Marín;Hombres;1996;12.200
36026 Marín;Mujeres;2020;12.182
36026 Marín;Mujeres;2019;12.166
36026 Marín;Mujeres;2018;12.187
36026 Marín;Mujeres;2017;12.313
36026 Marín;Mujeres;2016;12.396
36026 Marín;Mujeres;2015;12.496
36026 Marín;Mujeres;2014;12.596
36026 Marín;Mujeres;2013;12.676
36026 Marín;Mujeres;2012;12.733
36026 Marín;Mujeres;2011;12.867
36026 Marín;Mujeres;2010;12.968
36026 Marín;Mujeres;2009;12.969
36026 Marín;Mujeres;2008;12.936
36026 Marín;Mujeres;2007;12.924
36026 Marín;Mujeres;2006;13.036
36026 Marín;Mujeres;2005;13.048
36026 Marín;Mujeres;2004;12.848
36026 Marín;Mujeres;2003;12.490
36026 Marín;Mujeres;2002;12.854
36026 Marín;Mujeres;2001;12.896
36026 Marín;Mujeres;2000;12.910
36026 Marín;Mujeres;1999;12.851
36026 Marín;Mujeres;1998;12.818
36026 Marín;Mujeres;1997;""
36026 Marín;Mujeres;1996;12.531
36027 Meaño;Total;2020;5.322
36027 Meaño;Total;2019;5.272
36027 Meaño;Total;2018;5.315
36027 Meaño;Total;2017;5.318
36027 Meaño;Total;2016;5.341
36027 Meaño;Total;2015;5.382
36027 Meaño;Total;2014;5.428
36027 Meaño;Total;2013;5.421
36027 Meaño;Total;2012;5.453
36027 Meaño;Total;2011;5.444
36027 Meaño;Total;2010;5.455
36027 Meaño;Total;2009;5.465
36027 Meaño;Total;2008;5.475
36027 Meaño;Total;2007;5.479
36027 Meaño;Total;2006;5.494
36027 Meaño;Total;2005;5.478
36027 Meaño;Total;2004;5.489
36027 Meaño;Total;2003;5.469
36027 Meaño;Total;2002;5.384
36027 Meaño;Total;2001;5.398
36027 Meaño;Total;2000;5.403
36027 Meaño;Total;1999;5.419
36027 Meaño;Total;1998;5.451
36027 Meaño;Total;1997;""
36027 Meaño;Total;1996;5.504
36027 Meaño;Hombres;2020;2.593
36027 Meaño;Hombres;2019;2.570
36027 Meaño;Hombres;2018;2.595
36027 Meaño;Hombres;2017;2.594
36027 Meaño;Hombres;2016;2.606
36027 Meaño;Hombres;2015;2.611
36027 Meaño;Hombres;2014;2.639
36027 Meaño;Hombres;2013;2.641
36027 Meaño;Hombres;2012;2.663
36027 Meaño;Hombres;2011;2.644
36027 Meaño;Hombres;2010;2.664
36027 Meaño;Hombres;2009;2.668
36027 Meaño;Hombres;2008;2.658
36027 Meaño;Hombres;2007;2.656
36027 Meaño;Hombres;2006;2.643
36027 Meaño;Hombres;2005;2.638
36027 Meaño;Hombres;2004;2.647
36027 Meaño;Hombres;2003;2.615
36027 Meaño;Hombres;2002;2.569
36027 Meaño;Hombres;2001;2.573
36027 Meaño;Hombres;2000;2.580
36027 Meaño;Hombres;1999;2.587
36027 Meaño;Hombres;1998;2.595
36027 Meaño;Hombres;1997;""
36027 Meaño;Hombres;1996;2.638
36027 Meaño;Mujeres;2020;2.729
36027 Meaño;Mujeres;2019;2.702
36027 Meaño;Mujeres;2018;2.720
36027 Meaño;Mujeres;2017;2.724
36027 Meaño;Mujeres;2016;2.735
36027 Meaño;Mujeres;2015;2.771
36027 Meaño;Mujeres;2014;2.789
36027 Meaño;Mujeres;2013;2.780
36027 Meaño;Mujeres;2012;2.790
36027 Meaño;Mujeres;2011;2.800
36027 Meaño;Mujeres;2010;2.791
36027 Meaño;Mujeres;2009;2.797
36027 Meaño;Mujeres;2008;2.817
36027 Meaño;Mujeres;2007;2.823
36027 Meaño;Mujeres;2006;2.851
36027 Meaño;Mujeres;2005;2.840
36027 Meaño;Mujeres;2004;2.842
36027 Meaño;Mujeres;2003;2.854
36027 Meaño;Mujeres;2002;2.815
36027 Meaño;Mujeres;2001;2.825
36027 Meaño;Mujeres;2000;2.823
36027 Meaño;Mujeres;1999;2.832
36027 Meaño;Mujeres;1998;2.856
36027 Meaño;Mujeres;1997;""
36027 Meaño;Mujeres;1996;2.866
36028 Meis;Total;2020;4.754
36028 Meis;Total;2019;4.791
36028 Meis;Total;2018;4.776
36028 Meis;Total;2017;4.788
36028 Meis;Total;2016;4.844
36028 Meis;Total;2015;5.006
36028 Meis;Total;2014;5.033
36028 Meis;Total;2013;5.007
36028 Meis;Total;2012;4.992
36028 Meis;Total;2011;4.988
36028 Meis;Total;2010;5.003
36028 Meis;Total;2009;5.002
36028 Meis;Total;2008;4.977
36028 Meis;Total;2007;4.982
36028 Meis;Total;2006;5.001
36028 Meis;Total;2005;5.011
36028 Meis;Total;2004;5.004
36028 Meis;Total;2003;5.040
36028 Meis;Total;2002;5.009
36028 Meis;Total;2001;4.949
36028 Meis;Total;2000;4.973
36028 Meis;Total;1999;5.001
36028 Meis;Total;1998;5.001
36028 Meis;Total;1997;""
36028 Meis;Total;1996;5.017
36028 Meis;Hombres;2020;2.270
36028 Meis;Hombres;2019;2.290
36028 Meis;Hombres;2018;2.279
36028 Meis;Hombres;2017;2.281
36028 Meis;Hombres;2016;2.313
36028 Meis;Hombres;2015;2.399
36028 Meis;Hombres;2014;2.382
36028 Meis;Hombres;2013;2.375
36028 Meis;Hombres;2012;2.376
36028 Meis;Hombres;2011;2.373
36028 Meis;Hombres;2010;2.368
36028 Meis;Hombres;2009;2.376
36028 Meis;Hombres;2008;2.372
36028 Meis;Hombres;2007;2.365
36028 Meis;Hombres;2006;2.376
36028 Meis;Hombres;2005;2.370
36028 Meis;Hombres;2004;2.376
36028 Meis;Hombres;2003;2.381
36028 Meis;Hombres;2002;2.333
36028 Meis;Hombres;2001;2.296
36028 Meis;Hombres;2000;2.301
36028 Meis;Hombres;1999;2.325
36028 Meis;Hombres;1998;2.325
36028 Meis;Hombres;1997;""
36028 Meis;Hombres;1996;2.352
36028 Meis;Mujeres;2020;2.484
36028 Meis;Mujeres;2019;2.501
36028 Meis;Mujeres;2018;2.497
36028 Meis;Mujeres;2017;2.507
36028 Meis;Mujeres;2016;2.531
36028 Meis;Mujeres;2015;2.607
36028 Meis;Mujeres;2014;2.651
36028 Meis;Mujeres;2013;2.632
36028 Meis;Mujeres;2012;2.616
36028 Meis;Mujeres;2011;2.615
36028 Meis;Mujeres;2010;2.635
36028 Meis;Mujeres;2009;2.626
36028 Meis;Mujeres;2008;2.605
36028 Meis;Mujeres;2007;2.617
36028 Meis;Mujeres;2006;2.625
36028 Meis;Mujeres;2005;2.641
36028 Meis;Mujeres;2004;2.628
36028 Meis;Mujeres;2003;2.659
36028 Meis;Mujeres;2002;2.676
36028 Meis;Mujeres;2001;2.653
36028 Meis;Mujeres;2000;2.672
36028 Meis;Mujeres;1999;2.676
36028 Meis;Mujeres;1998;2.676
36028 Meis;Mujeres;1997;""
36028 Meis;Mujeres;1996;2.665
36029 Moaña;Total;2020;19.452
36029 Moaña;Total;2019;19.399
36029 Moaña;Total;2018;19.448
36029 Moaña;Total;2017;19.439
36029 Moaña;Total;2016;19.458
36029 Moaña;Total;2015;19.492
36029 Moaña;Total;2014;19.365
36029 Moaña;Total;2013;19.309
36029 Moaña;Total;2012;19.291
36029 Moaña;Total;2011;19.336
36029 Moaña;Total;2010;19.231
36029 Moaña;Total;2009;19.014
36029 Moaña;Total;2008;18.709
36029 Moaña;Total;2007;18.587
36029 Moaña;Total;2006;18.432
36029 Moaña;Total;2005;18.415
36029 Moaña;Total;2004;18.396
36029 Moaña;Total;2003;18.165
36029 Moaña;Total;2002;18.079
36029 Moaña;Total;2001;18.026
36029 Moaña;Total;2000;17.907
36029 Moaña;Total;1999;17.751
36029 Moaña;Total;1998;17.673
36029 Moaña;Total;1997;""
36029 Moaña;Total;1996;17.687
36029 Moaña;Hombres;2020;9.455
36029 Moaña;Hombres;2019;9.431
36029 Moaña;Hombres;2018;9.435
36029 Moaña;Hombres;2017;9.429
36029 Moaña;Hombres;2016;9.488
36029 Moaña;Hombres;2015;9.527
36029 Moaña;Hombres;2014;9.448
36029 Moaña;Hombres;2013;9.475
36029 Moaña;Hombres;2012;9.499
36029 Moaña;Hombres;2011;9.498
36029 Moaña;Hombres;2010;9.424
36029 Moaña;Hombres;2009;9.340
36029 Moaña;Hombres;2008;9.163
36029 Moaña;Hombres;2007;9.079
36029 Moaña;Hombres;2006;9.015
36029 Moaña;Hombres;2005;8.959
36029 Moaña;Hombres;2004;8.958
36029 Moaña;Hombres;2003;8.830
36029 Moaña;Hombres;2002;8.769
36029 Moaña;Hombres;2001;8.740
36029 Moaña;Hombres;2000;8.689
36029 Moaña;Hombres;1999;8.603
36029 Moaña;Hombres;1998;8.556
36029 Moaña;Hombres;1997;""
36029 Moaña;Hombres;1996;8.564
36029 Moaña;Mujeres;2020;9.997
36029 Moaña;Mujeres;2019;9.968
36029 Moaña;Mujeres;2018;10.013
36029 Moaña;Mujeres;2017;10.010
36029 Moaña;Mujeres;2016;9.970
36029 Moaña;Mujeres;2015;9.965
36029 Moaña;Mujeres;2014;9.917
36029 Moaña;Mujeres;2013;9.834
36029 Moaña;Mujeres;2012;9.792
36029 Moaña;Mujeres;2011;9.838
36029 Moaña;Mujeres;2010;9.807
36029 Moaña;Mujeres;2009;9.674
36029 Moaña;Mujeres;2008;9.546
36029 Moaña;Mujeres;2007;9.508
36029 Moaña;Mujeres;2006;9.417
36029 Moaña;Mujeres;2005;9.456
36029 Moaña;Mujeres;2004;9.438
36029 Moaña;Mujeres;2003;9.335
36029 Moaña;Mujeres;2002;9.310
36029 Moaña;Mujeres;2001;9.286
36029 Moaña;Mujeres;2000;9.218
36029 Moaña;Mujeres;1999;9.148
36029 Moaña;Mujeres;1998;9.117
36029 Moaña;Mujeres;1997;""
36029 Moaña;Mujeres;1996;9.123
36030 Mondariz;Total;2020;4.410
36030 Mondariz;Total;2019;4.440
36030 Mondariz;Total;2018;4.496
36030 Mondariz;Total;2017;4.548
36030 Mondariz;Total;2016;4.647
36030 Mondariz;Total;2015;4.665
36030 Mondariz;Total;2014;4.742
36030 Mondariz;Total;2013;4.800
36030 Mondariz;Total;2012;4.841
36030 Mondariz;Total;2011;5.081
36030 Mondariz;Total;2010;5.200
36030 Mondariz;Total;2009;5.259
36030 Mondariz;Total;2008;5.328
36030 Mondariz;Total;2007;5.320
36030 Mondariz;Total;2006;5.354
36030 Mondariz;Total;2005;5.343
36030 Mondariz;Total;2004;5.320
36030 Mondariz;Total;2003;5.373
36030 Mondariz;Total;2002;5.370
36030 Mondariz;Total;2001;5.480
36030 Mondariz;Total;2000;5.571
36030 Mondariz;Total;1999;5.915
36030 Mondariz;Total;1998;5.915
36030 Mondariz;Total;1997;""
36030 Mondariz;Total;1996;6.347
36030 Mondariz;Hombres;2020;2.185
36030 Mondariz;Hombres;2019;2.199
36030 Mondariz;Hombres;2018;2.232
36030 Mondariz;Hombres;2017;2.230
36030 Mondariz;Hombres;2016;2.265
36030 Mondariz;Hombres;2015;2.273
36030 Mondariz;Hombres;2014;2.307
36030 Mondariz;Hombres;2013;2.304
36030 Mondariz;Hombres;2012;2.332
36030 Mondariz;Hombres;2011;2.461
36030 Mondariz;Hombres;2010;2.497
36030 Mondariz;Hombres;2009;2.529
36030 Mondariz;Hombres;2008;2.539
36030 Mondariz;Hombres;2007;2.531
36030 Mondariz;Hombres;2006;2.552
36030 Mondariz;Hombres;2005;2.521
36030 Mondariz;Hombres;2004;2.509
36030 Mondariz;Hombres;2003;2.522
36030 Mondariz;Hombres;2002;2.504
36030 Mondariz;Hombres;2001;2.557
36030 Mondariz;Hombres;2000;2.594
36030 Mondariz;Hombres;1999;2.770
36030 Mondariz;Hombres;1998;2.770
36030 Mondariz;Hombres;1997;""
36030 Mondariz;Hombres;1996;3.006
36030 Mondariz;Mujeres;2020;2.225
36030 Mondariz;Mujeres;2019;2.241
36030 Mondariz;Mujeres;2018;2.264
36030 Mondariz;Mujeres;2017;2.318
36030 Mondariz;Mujeres;2016;2.382
36030 Mondariz;Mujeres;2015;2.392
36030 Mondariz;Mujeres;2014;2.435
36030 Mondariz;Mujeres;2013;2.496
36030 Mondariz;Mujeres;2012;2.509
36030 Mondariz;Mujeres;2011;2.620
36030 Mondariz;Mujeres;2010;2.703
36030 Mondariz;Mujeres;2009;2.730
36030 Mondariz;Mujeres;2008;2.789
36030 Mondariz;Mujeres;2007;2.789
36030 Mondariz;Mujeres;2006;2.802
36030 Mondariz;Mujeres;2005;2.822
36030 Mondariz;Mujeres;2004;2.811
36030 Mondariz;Mujeres;2003;2.851
36030 Mondariz;Mujeres;2002;2.866
36030 Mondariz;Mujeres;2001;2.923
36030 Mondariz;Mujeres;2000;2.977
36030 Mondariz;Mujeres;1999;3.145
36030 Mondariz;Mujeres;1998;3.145
36030 Mondariz;Mujeres;1997;""
36030 Mondariz;Mujeres;1996;3.341
36031 Mondariz-Balneario;Total;2020;637
36031 Mondariz-Balneario;Total;2019;644
36031 Mondariz-Balneario;Total;2018;618
36031 Mondariz-Balneario;Total;2017;627
36031 Mondariz-Balneario;Total;2016;614
36031 Mondariz-Balneario;Total;2015;652
36031 Mondariz-Balneario;Total;2014;682
36031 Mondariz-Balneario;Total;2013;656
36031 Mondariz-Balneario;Total;2012;690
36031 Mondariz-Balneario;Total;2011;730
36031 Mondariz-Balneario;Total;2010;734
36031 Mondariz-Balneario;Total;2009;726
36031 Mondariz-Balneario;Total;2008;736
36031 Mondariz-Balneario;Total;2007;755
36031 Mondariz-Balneario;Total;2006;740
36031 Mondariz-Balneario;Total;2005;719
36031 Mondariz-Balneario;Total;2004;704
36031 Mondariz-Balneario;Total;2003;693
36031 Mondariz-Balneario;Total;2002;658
36031 Mondariz-Balneario;Total;2001;659
36031 Mondariz-Balneario;Total;2000;651
36031 Mondariz-Balneario;Total;1999;634
36031 Mondariz-Balneario;Total;1998;635
36031 Mondariz-Balneario;Total;1997;""
36031 Mondariz-Balneario;Total;1996;636
36031 Mondariz-Balneario;Hombres;2020;324
36031 Mondariz-Balneario;Hombres;2019;327
36031 Mondariz-Balneario;Hombres;2018;317
36031 Mondariz-Balneario;Hombres;2017;326
36031 Mondariz-Balneario;Hombres;2016;316
36031 Mondariz-Balneario;Hombres;2015;329
36031 Mondariz-Balneario;Hombres;2014;346
36031 Mondariz-Balneario;Hombres;2013;331
36031 Mondariz-Balneario;Hombres;2012;341
36031 Mondariz-Balneario;Hombres;2011;366
36031 Mondariz-Balneario;Hombres;2010;366
36031 Mondariz-Balneario;Hombres;2009;367
36031 Mondariz-Balneario;Hombres;2008;366
36031 Mondariz-Balneario;Hombres;2007;377
36031 Mondariz-Balneario;Hombres;2006;368
36031 Mondariz-Balneario;Hombres;2005;352
36031 Mondariz-Balneario;Hombres;2004;342
36031 Mondariz-Balneario;Hombres;2003;335
36031 Mondariz-Balneario;Hombres;2002;323
36031 Mondariz-Balneario;Hombres;2001;320
36031 Mondariz-Balneario;Hombres;2000;310
36031 Mondariz-Balneario;Hombres;1999;305
36031 Mondariz-Balneario;Hombres;1998;296
36031 Mondariz-Balneario;Hombres;1997;""
36031 Mondariz-Balneario;Hombres;1996;300
36031 Mondariz-Balneario;Mujeres;2020;313
36031 Mondariz-Balneario;Mujeres;2019;317
36031 Mondariz-Balneario;Mujeres;2018;301
36031 Mondariz-Balneario;Mujeres;2017;301
36031 Mondariz-Balneario;Mujeres;2016;298
36031 Mondariz-Balneario;Mujeres;2015;323
36031 Mondariz-Balneario;Mujeres;2014;336
36031 Mondariz-Balneario;Mujeres;2013;325
36031 Mondariz-Balneario;Mujeres;2012;349
36031 Mondariz-Balneario;Mujeres;2011;364
36031 Mondariz-Balneario;Mujeres;2010;368
36031 Mondariz-Balneario;Mujeres;2009;359
36031 Mondariz-Balneario;Mujeres;2008;370
36031 Mondariz-Balneario;Mujeres;2007;378
36031 Mondariz-Balneario;Mujeres;2006;372
36031 Mondariz-Balneario;Mujeres;2005;367
36031 Mondariz-Balneario;Mujeres;2004;362
36031 Mondariz-Balneario;Mujeres;2003;358
36031 Mondariz-Balneario;Mujeres;2002;335
36031 Mondariz-Balneario;Mujeres;2001;339
36031 Mondariz-Balneario;Mujeres;2000;341
36031 Mondariz-Balneario;Mujeres;1999;329
36031 Mondariz-Balneario;Mujeres;1998;339
36031 Mondariz-Balneario;Mujeres;1997;""
36031 Mondariz-Balneario;Mujeres;1996;336
36032 Moraña;Total;2020;4.147
36032 Moraña;Total;2019;4.179
36032 Moraña;Total;2018;4.200
36032 Moraña;Total;2017;4.246
36032 Moraña;Total;2016;4.313
36032 Moraña;Total;2015;4.358
36032 Moraña;Total;2014;4.362
36032 Moraña;Total;2013;4.400
36032 Moraña;Total;2012;4.402
36032 Moraña;Total;2011;4.398
36032 Moraña;Total;2010;4.434
36032 Moraña;Total;2009;4.411
36032 Moraña;Total;2008;4.349
36032 Moraña;Total;2007;4.309
36032 Moraña;Total;2006;4.274
36032 Moraña;Total;2005;4.313
36032 Moraña;Total;2004;4.281
36032 Moraña;Total;2003;4.287
36032 Moraña;Total;2002;4.291
36032 Moraña;Total;2001;4.316
36032 Moraña;Total;2000;4.327
36032 Moraña;Total;1999;4.402
36032 Moraña;Total;1998;4.402
36032 Moraña;Total;1997;""
36032 Moraña;Total;1996;4.524
36032 Moraña;Hombres;2020;2.012
36032 Moraña;Hombres;2019;2.024
36032 Moraña;Hombres;2018;2.025
36032 Moraña;Hombres;2017;2.057
36032 Moraña;Hombres;2016;2.081
36032 Moraña;Hombres;2015;2.111
36032 Moraña;Hombres;2014;2.105
36032 Moraña;Hombres;2013;2.122
36032 Moraña;Hombres;2012;2.116
36032 Moraña;Hombres;2011;2.124
36032 Moraña;Hombres;2010;2.138
36032 Moraña;Hombres;2009;2.108
36032 Moraña;Hombres;2008;2.085
36032 Moraña;Hombres;2007;2.053
36032 Moraña;Hombres;2006;2.029
36032 Moraña;Hombres;2005;2.051
36032 Moraña;Hombres;2004;2.024
36032 Moraña;Hombres;2003;2.029
36032 Moraña;Hombres;2002;2.041
36032 Moraña;Hombres;2001;2.065
36032 Moraña;Hombres;2000;2.064
36032 Moraña;Hombres;1999;2.093
36032 Moraña;Hombres;1998;2.093
36032 Moraña;Hombres;1997;""
36032 Moraña;Hombres;1996;2.151
36032 Moraña;Mujeres;2020;2.135
36032 Moraña;Mujeres;2019;2.155
36032 Moraña;Mujeres;2018;2.175
36032 Moraña;Mujeres;2017;2.189
36032 Moraña;Mujeres;2016;2.232
36032 Moraña;Mujeres;2015;2.247
36032 Moraña;Mujeres;2014;2.257
36032 Moraña;Mujeres;2013;2.278
36032 Moraña;Mujeres;2012;2.286
36032 Moraña;Mujeres;2011;2.274
36032 Moraña;Mujeres;2010;2.296
36032 Moraña;Mujeres;2009;2.303
36032 Moraña;Mujeres;2008;2.264
36032 Moraña;Mujeres;2007;2.256
36032 Moraña;Mujeres;2006;2.245
36032 Moraña;Mujeres;2005;2.262
36032 Moraña;Mujeres;2004;2.257
36032 Moraña;Mujeres;2003;2.258
36032 Moraña;Mujeres;2002;2.250
36032 Moraña;Mujeres;2001;2.251
36032 Moraña;Mujeres;2000;2.263
36032 Moraña;Mujeres;1999;2.309
36032 Moraña;Mujeres;1998;2.309
36032 Moraña;Mujeres;1997;""
36032 Moraña;Mujeres;1996;2.373
36033 Mos;Total;2020;15.063
36033 Mos;Total;2019;15.078
36033 Mos;Total;2018;15.142
36033 Mos;Total;2017;15.132
36033 Mos;Total;2016;15.240
36033 Mos;Total;2015;15.305
36033 Mos;Total;2014;15.324
36033 Mos;Total;2013;15.367
36033 Mos;Total;2012;15.267
36033 Mos;Total;2011;14.942
36033 Mos;Total;2010;14.818
36033 Mos;Total;2009;14.650
36033 Mos;Total;2008;14.504
36033 Mos;Total;2007;14.471
36033 Mos;Total;2006;14.283
36033 Mos;Total;2005;13.996
36033 Mos;Total;2004;14.214
36033 Mos;Total;2003;14.114
36033 Mos;Total;2002;14.033
36033 Mos;Total;2001;13.920
36033 Mos;Total;2000;13.793
36033 Mos;Total;1999;13.729
36033 Mos;Total;1998;13.704
36033 Mos;Total;1997;""
36033 Mos;Total;1996;13.755
36033 Mos;Hombres;2020;7.428
36033 Mos;Hombres;2019;7.453
36033 Mos;Hombres;2018;7.490
36033 Mos;Hombres;2017;7.487
36033 Mos;Hombres;2016;7.546
36033 Mos;Hombres;2015;7.549
36033 Mos;Hombres;2014;7.529
36033 Mos;Hombres;2013;7.560
36033 Mos;Hombres;2012;7.523
36033 Mos;Hombres;2011;7.378
36033 Mos;Hombres;2010;7.285
36033 Mos;Hombres;2009;7.167
36033 Mos;Hombres;2008;7.106
36033 Mos;Hombres;2007;7.106
36033 Mos;Hombres;2006;7.008
36033 Mos;Hombres;2005;6.837
36033 Mos;Hombres;2004;6.978
36033 Mos;Hombres;2003;6.916
36033 Mos;Hombres;2002;6.890
36033 Mos;Hombres;2001;6.795
36033 Mos;Hombres;2000;6.733
36033 Mos;Hombres;1999;6.683
36033 Mos;Hombres;1998;6.654
36033 Mos;Hombres;1997;""
36033 Mos;Hombres;1996;6.664
36033 Mos;Mujeres;2020;7.635
36033 Mos;Mujeres;2019;7.625
36033 Mos;Mujeres;2018;7.652
36033 Mos;Mujeres;2017;7.645
36033 Mos;Mujeres;2016;7.694
36033 Mos;Mujeres;2015;7.756
36033 Mos;Mujeres;2014;7.795
36033 Mos;Mujeres;2013;7.807
36033 Mos;Mujeres;2012;7.744
36033 Mos;Mujeres;2011;7.564
36033 Mos;Mujeres;2010;7.533
36033 Mos;Mujeres;2009;7.483
36033 Mos;Mujeres;2008;7.398
36033 Mos;Mujeres;2007;7.365
36033 Mos;Mujeres;2006;7.275
36033 Mos;Mujeres;2005;7.159
36033 Mos;Mujeres;2004;7.236
36033 Mos;Mujeres;2003;7.198
36033 Mos;Mujeres;2002;7.143
36033 Mos;Mujeres;2001;7.125
36033 Mos;Mujeres;2000;7.060
36033 Mos;Mujeres;1999;7.046
36033 Mos;Mujeres;1998;7.050
36033 Mos;Mujeres;1997;""
36033 Mos;Mujeres;1996;7.091
36034 Neves, As;Total;2020;3.803
